routenum,ord,stationid,arsid,arsid2
351,41,강남경찰서면허시험장,23196,023196
351,42,한국전력공사,23197,023197
351,43,봉은사.코엑스북문,23190,023190
351,44,플래티넘아파트앞,23210,023210
351,45,삼성2문화센터,23212,023212
351,46,한국토지주택공사앞,23216,023216
351,47,강남보건소.강남구립국제교육원,23290,023290
351,48,강남구청역,23178,023178
351,49,영동고교앞,23432,023432
351,50,일지아트홀.압구정동노인복지센터,23181,023181
351,51,한양아파트.압구정로데오역,23158,023158
351,52,압구정파출소,23156,023156
351,53,현대아파트,23148,023148
351,54,광림교회.현대고등학교,23104,023104
351,55,신사중학교,23102,023102
351,56,신반포18차아파트,22176,022176
351,57,잠원한신아파트,22204,022204
351,58,잠원성당,22205,022205
351,59,뉴코아아울렛,22207,022207
351,60,고속터미널,22019,022019
351,61,신반포역,22021,022021
351,62,구반포역,22023,022023
351,63,동작역.국립현충원,20133,020133
351,64,구반포역.심산문화센터,22024,022024
351,65,신반포역,22022,022022
351,66,고속터미널,22020,022020
351,67,한양아파트,22208,022208
351,68,잠원성당,22206,022206
351,69,잠원한신아파트,22174,022174
351,70,신반포18차아파트,22175,022175
351,71,신사중학교,23101,023101
351,72,광림교회,23103,023103
351,73,현대아파트,23149,023149
351,74,압구정파출소,23157,023157
351,75,한양아파트.압구정로데오역,23159,023159
351,76,일지아트홀,23160,023160
351,77,영동고등학교현대아파트,23507,023507
351,78,강남구청역,23127,023127
351,79,강남보건소.강남구립국제교육원,23200,023200
351,80,한국토지주택공사앞,23136,023136
351,81,라마다서울호텔앞,23213,023213
351,82,플래티넘아파트,23211,023211
351,83,봉은사.코엑스북문,23191,023191
351,84,무역센타,23198,023198
351,85,강남경찰서.강남운전면허시험장,23473,023473
351,86,잠실종합운동장,24154,024154
351,87,종합운동장사거리,24157,024157
351,88,신천역4번출구,24158,024158
351,89,잠실트리지움아파트앞,24145,024145
351,90,잠실역,24133,024133
351,91,잠실중학교,24131,024131
351,92,잠실나루역,24129,024129
351,93,잠실진주아파트,24126,024126
351,94,올림픽회관,24231,024231
351,95,풍납동극동APT,24232,024232
351,96,강동구청역농협중앙회,25313,025313
351,97,영파여자고등학교,25164,025164
351,98,천호역,25163,025163
351,99,천호사거리,25128,025128
351,100,강동역(동신중학교),25126,025126
351,101,길동사거리,25124,025124
351,102,약수터,25193,025193
351,103,보훈병원,25191,025191
351,104,보훈회관,25205,025205
351,105,보훈병원,25303,025303
351,106,일자산입구,25185,025185
351,107,길동자연생태공원,25183,025183
351,108,한영중고한영외고,25181,025181
351,109,강동아트센터.강동경희대병원후문,25179,025179
351,110,강동경희대병원.명일동이마트,25177,025177
351,111,고덕주공2단지,25136,025136
351,112,고덕종합상가,25134,025134
351,113,상일동역,25132,025132
351,114,해뜨는주유소,25106,025106
351,115,고덕리엔파크1단지,25104,025104
351,116,강동공영차고지,25102,025102
351,117,강일동주민센터,25318,025318
351,118,강일리버파크3단지.1단지,25337,025337
351,119,강일리버파크4단지.2단지,25320,025320
351,120,강일리버파크4단지.5단지,25334,025334
351,121,강일고등학교.강일리버파크7단지,25322,025322
351,122,강일리버파크8단지,25333,025333
351,123,강일리버파크6단지,25324,025324
360,1,송파공영차고지(가상),24696,024696
360,2,복정역환승주차장,24407,024407
360,3,장지역.가든파이브,24015,024015
360,4,건영아파트,24013,024013
360,5,문정로데오거리입구,24011,024011
360,6,가락시장가락시장역,24009,024009
360,7,송파역,24007,024007
360,8,석촌역,24005,024005
360,9,석촌호수.한솔병원,24003,024003
360,10,잠실역.롯데월드,24138,024138
360,11,잠실5단지,24139,024139
360,12,잠실2동주민센터 신천역8번출구앞,24141,024141
360,13,잠실엘스아파트앞,24142,024142
360,14,종합운동장사거리,24143,024143
360,15,잠실종합운동장,24144,024144
360,16,강남경찰서면허시험장,23196,023196
360,17,한국무역센터.삼성역,23201,023201
360,18,포스코건너편,23217,023217
360,19,선릉역,23218,023218
360,20,서울상록회관한국기술센터,23277,023277
360,21,아가방빌딩.하나은행,23280,023280
360,22,역삼역,23283,023283
360,23,강남역12번출구,23284,023284
360,24,신논현역.구교보타워사거리,22012,022012
360,25,논현역,22014,022014
360,26,영동사거리,22183,022183
360,27,반포역,22017,022017
360,28,고속터미널,22019,022019
360,29,신반포역,22021,022021
360,30,구반포역,22023,022023
360,31,동작역.국립현충원,20134,020134
360,32,흑석동한강현대아파트,20131,020131
360,33,비계,20130,020130
360,34,흑석역.명수대현대아파트,20127,020127
360,35,흑석동효사정앞,20124,020124
360,36,노들역,20014,020014
360,37,노량진역,20012,020012
360,38,노량진수산시장.CTS기독교TV,20010,020010
360,39,현대아파트.유한양행,20008,020008
360,40,대방역,19254,019254
360,41,신길새마을금고,19227,019227
360,42,신길역,19225,019225
360,43,전경련회관,19161,019161
360,44,여의도환승센터,19007,019007
360,45,LG트윈타워,19284,019284
360,46,여의나루역,19139,019139
360,47,여의도공작아파트,19160,019160
360,48,중소기업전시장,19282,019282
360,49,여의도환승센터,19008,019008
360,50,여의도공원,19152,019152
360,51,신길역,19279,019279
360,52,신길역1호선,19300,019300
360,53,신길새마을금고,19226,019226
360,54,대방역,19015,019015
360,55,현대아파트,20007,020007
360,56,노량진수산시장.CTS기독교TV,20009,020009
360,57,노량진역,20011,020011
360,58,노들역,20013,020013
360,59,동작실버센터입구,20251,020251
360,60,흑석동효사정앞,20123,020123
360,61,흑석역.명수대현대아파트,20126,020126
360,62,비계,20129,020129
360,63,흑석동한강현대아파트,20132,020132
360,64,동작역.국립현충원,20133,020133
360,65,구반포역.심산문화센터,22024,022024
360,66,신반포역,22022,022022
360,67,고속터미널,22020,022020
360,68,반포역,22018,022018
360,69,영동사거리,22190,022190
360,70,논현역,22013,022013
360,71,신논현역.구교보타워사거리,22011,022011
360,72,강남역.역삼세무서,23287,023287
360,73,역삼역.포스코P&S타워,23288,023288
360,74,한서병원,23305,023305
360,75,한국자산신탁.르네상스호텔,23306,023306
360,76,선릉역,23259,023259
360,77,포스코빌딩,23260,023260
360,78,무역센터.삼성역,23251,023251
360,79,강남경찰서.강남운전면허시험장,23473,023473
360,80,잠실종합운동장,24154,024154
360,81,종합운동장사거리,24157,024157
360,82,신천역4번출구,24158,024158
360,83,잠실트리지움아파트앞,24145,024145
360,84,잠실역.롯데월드,24146,024146
360,85,석촌호수.한솔병원,24004,024004
360,86,석촌역,24006,024006
360,87,송파역,24008,024008
360,88,가락시장가락시장역,24010,024010
360,89,문정로데오거리입구,24012,024012
360,90,건영아파트,24014,024014
360,91,장지역.가든파이브,24016,024016
360,92,송파공영차고지(가상),24731,024731
362,1,태진운수종점,24439,024439
362,2,오금동사거리,24268,024268
362,3,송파도서관,24266,024266
362,4,송파중학교,24346,024346
362,5,가락동쌍용아파트앞,24358,024358
362,6,가락동미륭아파트,24344,024344
362,7,문정1동주민센터.로데오거리,24365,024365
362,8,문정로데오거리입구,24364,024364
362,9,가락시장가락시장역,24009,024009
362,10,송파역,24007,024007
362,11,석촌역,24005,024005
362,12,석촌호수.한솔병원,24003,024003
362,13,잠실역.롯데월드,24138,024138
362,14,잠실5단지,24139,024139
362,15,잠실2동주민센터 신천역8번출구앞,24141,024141
362,16,잠실엘스아파트앞,24142,024142
362,17,종합운동장사거리,24143,024143
362,18,잠실종합운동장,24144,024144
362,19,강남경찰서면허시험장,23196,023196
362,20,한국전력공사,23197,023197
362,21,삼성1파출소,23192,023192
362,22,청담역.경기고교,23188,023188
362,23,우리은행청담지점.청담삼익아파트,23171,023171
362,24,영동교입구.청담자이아파트,23168,023168
362,25,프리마호텔,23166,023166
362,26,청담초등학교,23165,023165
362,27,한양아파트.압구정로데오역,23158,023158
362,28,압구정파출소,23156,023156
362,29,현대아파트,23148,023148
362,30,광림교회.현대고등학교,23104,023104
362,31,신사중학교,23102,023102
362,32,신반포18차아파트,22176,022176
362,33,잠원한신아파트,22204,022204
362,34,잠원성당,22205,022205
362,35,뉴코아아울렛,22207,022207
362,36,고속터미널,22019,022019
362,37,신반포역,22021,022021
362,38,구반포역,22023,022023
362,39,동작역.국립현충원,20134,020134
362,40,흑석동한강현대아파트,20131,020131
362,41,비계,20130,020130
362,42,흑석역.명수대현대아파트,20127,020127
362,43,흑석동효사정앞,20124,020124
362,44,대방역.여의교앞,20249,020249
362,45,샛강역.앙카라공원,19151,019151
362,46,진주아파트,19149,019149
362,47,여의동주민센터,19148,019148
362,48,63빌딩.가톨릭대학교여의도성모병원,19144,019144
362,49,여의도중학교,19142,019142
362,50,여의나루역,19140,019140
362,51,여의도순복음교회,19303,019303
362,52,기계회관,19320,019320
362,53,산업은행본점,19281,019281
362,54,국회의사당역.국민은행,19132,019132
362,55,국회의사당역,19133,019133
362,56,여의도역,19155,019155
362,57,지적공사,19154,019154
362,58,대방역,19306,019306
362,59,흑석동효사정앞,20123,020123
362,60,흑석역.명수대현대아파트,20126,020126
362,61,비계,20129,020129
362,62,흑석동한강현대아파트,20132,020132
362,63,동작역.국립현충원,20133,020133
362,64,구반포역.심산문화센터,22024,022024
362,65,신반포역,22022,022022
362,66,고속터미널,22020,022020
362,67,한양아파트,22208,022208
362,68,잠원성당,22206,022206
362,69,잠원한신아파트,22174,022174
362,70,신반포18차아파트,22175,022175
362,71,신사중학교,23101,023101
362,72,광림교회,23103,023103
362,73,현대아파트,23149,023149
362,74,압구정파출소,23157,023157
362,75,한양아파트.압구정로데오역,23159,023159
362,76,청담초등학교앞,23182,023182
362,77,프리마호텔,23167,023167
362,78,영동교입구,23169,023169
362,79,청담역.경기고교,23170,023170
362,80,봉은사.삼성1파출소앞,23189,023189
362,81,무역센타,23198,023198
362,82,강남경찰서.강남운전면허시험장,23473,023473
362,83,잠실종합운동장,24154,024154
362,84,종합운동장사거리,24157,024157
362,85,신천역4번출구,24158,024158
362,86,잠실트리지움아파트앞,24145,024145
362,87,잠실역.롯데월드,24146,024146
362,88,석촌호수.한솔병원,24004,024004
362,89,석촌역,24006,024006
362,90,송파역,24008,024008
362,91,가락시장가락시장역,24010,024010
362,92,문정1동주민센터.로데오거리,24319,024319
362,93,문정현대아파트,24329,024329
362,94,가락동쌍용아파트,24345,024345
362,95,가락동극동아파트,24357,024357
362,96,우창아파트,24267,024267
362,97,오금동사거리,24269,024269
362,98,올림픽선수촌삼거리,24433,024433
370,1,강동공영차고지,25341,025341
370,2,강일리버파크6단지,25317,025317
370,3,강일리버파크8단지,25332,025332
370,4,강일고등학교.강일리버파크7단지,25323,025323
370,5,강일리버파크5단지.4단지,25335,025335
370,6,강일리버파크2단지.4단지,25321,025321
370,7,강일리버파크1단지.3단지,25336,025336
370,8,강일동 주민센터,25319,025319
370,9,강동공영차고지,25101,025101
370,10,고덕리엔파크1단지,25103,025103
370,11,해뜨는주유소,25105,025105
370,12,고덕천.능곡교교차로,25107,025107
370,13,고덕주공3단지,25109,025109
370,14,고덕주공6단지,25111,025111
370,15,강동첨단업무단지.상일여고입구,25309,025309
370,16,상일초교,25001,025001
370,17,초이동,25003,025003
370,18,강동자이.프라자아파트,25005,025005
370,19,둔촌2동주민센터,25007,025007
370,20,길동사거리,25009,025009
370,21,강동역,25011,025011
370,22,천호사거리천호역,25127,025127
370,23,광나루역,5171,05171
370,24,새밭교회앞,5256,05256
370,25,어린이대공원후문아차산역,5006,05006
370,26,중곡동입구삼거리,5005,05005
370,27,용마초등학교,5003,05003
370,28,군자교입구,5001,05001
370,29,장한평역,6003,06003
370,30,청년회의소,6002,06002
370,31,답십리역사거리,6001,06001
370,32,신답초등학교앞,6005,06005
370,33,동대문구청,6006,06006
370,34,서울시동부병원,6007,06007
370,35,신설동역.서울풍물시장,6008,06008
370,36,동묘앞,1044,01044
370,37,동대문(흥인지문),1037,01037
370,38,종로6가,1208,01208
370,39,종로5가,1206,01206
370,40,종로4가.종묘,1195,01195
370,41,종로3가,1194,01194
370,42,종로2가,1192,01192
370,43,종로1가,1191,01191
370,44,광화문,1125,01125
370,45,서울역사박물관(경교장),1123,01123
370,46,서대문사거리.농협중앙회,2281,02281
370,47,서울역사박물관(경교장),1122,01122
370,48,광화문,1121,01121
370,49,종로1가,1189,01189
370,50,종로2가,1187,01187
370,51,종로3가,1183,01183
370,52,종로4가.종묘,1181,01181
370,53,종로5가.광장시장,1178,01178
370,54,종로6가.종로신진시장,1216,01216
370,55,동대문,1234,01234
370,56,숭인동,1262,01262
370,57,동대문우체국.서울풍물시장,6163,06163
370,58,용두동,6162,06162
370,59,용두역,6161,06161
370,60,동대문구청,6017,06017
370,61,신답초등학교앞,6004,06004
370,62,답십리역사거리,4001,04001
370,63,청년회의소,4002,04002
370,64,장한평역,4003,04003
370,65,군자교입구,5002,05002
370,66,용마초등학교,5004,05004
370,67,어린이대공원후문아차산역,5007,05007
370,68,새밭교회,5257,05257
370,69,광나루역,5170,05170
370,70,천호사거리,25128,025128
370,71,강동역,25012,025012
370,72,길동사거리,25010,025010
370,73,둔촌2동주민센터,25008,025008
370,74,강동자이·프라자아파트,25006,025006
370,75,초이동,25004,025004
370,76,상일초교,25002,025002
370,77,강동첨단업무단지.상일여고입구,25310,025310
370,78,고덕주공6단지,25112,025112
370,79,고덕주공3단지,25110,025110
370,80,고덕천.능곡교교차로,25108,025108
370,81,해뜨는주유소,25106,025106
370,82,고덕리엔파크1단지,25104,025104
370,83,강동공영차고지,25102,025102
370,84,강일동주민센터,25318,025318
370,85,강일리버파크3단지.1단지,25337,025337
370,86,강일리버파크4단지.2단지,25320,025320
370,87,강일리버파크4단지.5단지,25334,025334
370,88,강일고등학교.강일리버파크7단지,25322,025322
370,89,강일리버파크8단지,25333,025333
370,90,강일리버파크6단지,25324,025324
400,1,염곡동구룡사,22367,022367
400,2,구룡사입구,23368,023368
400,3,언남고포이성당앞,22307,022307
400,4,소방서앞,22309,022309
400,5,양재2동주민센터.양재꽃시장,22293,022293
400,6,언남고교,22295,022295
400,7,일동제약사거리,22292,022292
400,8,양재역,22290,022290
400,9,서초구청,22129,022129
400,10,서울시인재개발원입구,22110,022110
400,11,남부터미널,22153,022153
400,12,예술의전당,22145,022145
400,13,서초3동주민센터,22144,022144
400,14,서초아트자이아파트,22139,022139
400,15,서초동삼성아파트,22140,022140
400,16,서초역,22135,022135
400,17,서울중앙지방검찰청,22137,022137
400,18,서울지방조달청.서울성모병원,22214,022214
400,19,한강중학교,3269,03269
400,20,금호베스트빌앞,3270,03270
400,21,서빙고초등학교,3336,03336
400,22,서빙고역1번출구,3157,03157
400,23,서빙고동,3272,03272
400,24,동빙고동,3274,03274
400,25,보광동신동아아파트,3277,03277
400,26,기업은행보광동지점,3279,03279
400,27,한국폴리텍1대학,3282,03282
400,28,보광동입구,3284,03284
400,29,이태원119안전센터,3193,03193
400,30,한남동주민센터,3195,03195
400,31,한강진역.블루스퀘어,3197,03197
400,32,서울시중부기술교육원.블루스퀘어,3161,03161
400,33,순천향대학병원,3165,03165
400,34,순천향병원입구,3319,03319
400,35,한남역.용산노인종합복지관,3285,03285
400,36,한남동하이페리온,3324,03324
400,37,보광신동아아파트삼성리버빌아파트,3276,03276
400,38,동빙고동,3275,03275
400,39,서빙고동주민센터,3273,03273
400,40,서빙고역교차로,3267,03267
400,41,국립중앙박물관용산가족공원,3266,03266
400,42,이촌역,3263,03263
400,43,용산세무서,3262,03262
400,44,용산공고,3260,03260
400,45,용사의집,3257,03257
400,46,용산역광장앞,3258,03258
400,47,전자상가관광터미널,3251,03251
400,48,용산전자상가입구,3249,03249
400,49,남정초등학교,3143,03143
400,50,용산구보건분소,3181,03181
400,51,효창공원앞역,3179,03179
400,52,국민은행효창동지점,3240,03240
400,53,숙명여대정문,3233,03233
400,54,숙명여대도서관앞,3232,03232
400,55,숙대입구역,3229,03229
400,56,남영우체국,3208,03208
400,57,남영동주민센터,3207,03207
400,58,용산중고,3203,03203
400,59,후암시장,3201,03201
400,60,후암삼거리,2120,02120
400,61,남대문경찰서,2218,02218
400,62,숭례문,2122,02122
400,63,숭례문남산방향,2125,02125
400,64,힐튼호텔,2284,02284
400,65,남산도서관,3168,03168
400,66,후암약수터,3170,03170
400,67,보성여중고입구,3172,03172
400,68,용암초등학교.이태원2동주민센터,3342,03342
400,69,남산체육관,3174,03174
400,70,하얏트호텔,3176,03176
400,71,장충단길입구,3158,03158
400,72,한강진역.블루스퀘어,3196,03196
400,73,한남동새마을금고,3194,03194
400,74,이태원119안전센터,3192,03192
400,75,보광동입구,3283,03283
400,76,한국폴리텍1대학,3281,03281
400,77,기업은행보광동지점,3280,03280
400,78,보광동주민센터,3278,03278
400,79,보광신동아아파트삼성리버빌아파트,3276,03276
400,80,동빙고동,3275,03275
400,81,서빙고동주민센터,3273,03273
400,82,서빙고초등학교,3268,03268
400,83,서빙고동금호베스트빌,3323,03323
400,84,한강중학교앞,3156,03156
400,85,반포한강공원.플로팅아일랜드,22404,022404
400,86,서울지방조달청.서울성모병원,22212,022212
400,87,서울중앙지방검찰청대검찰청,22138,022138
400,88,서초역,22379,022379
400,89,서초동삼성아파트,22142,022142
400,90,서초아트자이아파트,22141,022141
400,91,서초3동주민센터,22143,022143
400,92,남부터미널,22154,022154
400,93,서울시인재개발원입구,22111,022111
400,94,서초구청,22130,022130
400,95,양재역,22289,022289
400,96,일동제약사거리,22291,022291
400,97,시민의숲,22294,022294
400,98,AT센터.양재꽃시장,22298,022298
400,99,소비자보호원앞,22378,022378
401,1,장지공영차고지,24446,024446
401,2,아이코리아,24448,024448
401,3,송파글마루도서관.버들어린이집,24464,024464
401,4,송파파인타운3단지.한림예고,24463,024463
401,5,문정3차푸르지오아파트.송파파인타운1단지,24469,024469
401,6,문정현대아파트,24327,024327
401,7,가윤예식장,24343,024343
401,8,경찰병원,24379,024379
401,9,제일오피스텔,24380,024380
401,10,가락소매시장,24386,024386
401,11,가락축협공판장,24387,024387
401,12,수서역KT수서지점,23404,023404
401,13,궁마을,23406,023406
401,14,수서태화복지관,23465,023465
401,15,수서삼성아파트앞,23380,023380
401,16,일원본동주민센터,23381,023381
401,17,푸른마을아파트앞,23382,023382
401,18,연금매점,23362,023362
401,19,대치아파트,23395,023395
401,20,쌍용아파트,23240,023240
401,21,새마을운동중앙회,23511,023511
401,22,총회회관.휘문고입구,23509,023509
401,23,삼성역,23242,023242
401,24,한국전력공사,23197,023197
401,25,삼성1파출소,23192,023192
401,26,청담역.경기고교,23172,023172
401,27,진흥아파트,23173,023173
401,28,강남구청,23176,023176
401,29,청담동래미안아파트,23177,023177
401,30,강남구청역,23128,023128
401,31,세관앞,23129,023129
401,32,논현동사거리.학동역,23115,023115
401,33,영동시장,23116,023116
401,34,영동사거리,22183,022183
401,35,반포역,22017,022017
401,36,고속터미널,22019,022019
401,37,반포대교남단 한강시민공원입구,22382,022382
401,38,한강중학교,3155,03155
401,39,용산구청.크라운호텔,3153,03153
401,40,국군재정관리단,3152,03152
401,41,이태원동남산대림아파트.용산동아파트,3149,03149
401,42,용암초등학교입구.이태원주공아파트,3148,03148
401,43,남산3호터널,2148,02148
401,44,롯데영프라자,2142,02142
401,45,우리은행종로지점,2139,02139
401,46,조계사,1201,01201
401,47,풍문여고.덕성여중고,1130,01130
401,48,세종문화회관,1126,01126
401,49,시청앞,2132,02132
401,50,서울역버스환승센터,2005,02005
401,51,숭례문,2122,02122
401,52,남대문시장,2126,02126
401,53,남산3호터널,2147,02147
401,54,용산한신아파트,3150,03150
401,55,해방촌,3151,03151
401,56,용산구청.크라운호텔,3154,03154
401,57,한강중학교앞,3156,03156
401,58,반포대교남단 한강시민공원입구,22381,022381
401,59,고속터미널,22020,022020
401,60,반포역,22018,022018
401,61,영동사거리,22190,022190
401,62,영동시장,23117,023117
401,63,논현동사거리.학동역,23118,023118
401,64,세관앞,23134,023134
401,65,강남구청역,23135,023135
401,66,삼성동서광아파트,23205,023205
401,67,강남구청앞,23206,023206
401,68,진흥아파트청담역,23186,023186
401,69,청담역.경기고교,23187,023187
401,70,봉은사.삼성1파출소앞,23189,023189
401,71,무역센타,23198,023198
401,72,삼성역,23244,023244
401,73,휘문고.대치2동주민센터,23245,023245
401,74,대치동은마아파트,23236,023236
401,75,개원중학교,23360,023360
401,76,개포주공7단지앞,23361,023361
401,77,일원동한솔아파트,23449,023449
401,78,상록수아파트앞,23383,023383
401,79,일원본동주민센터,23384,023384
401,80,시립수서청소년수련관,23450,023450
401,81,수서소방파출소앞,23385,023385
401,82,궁마을,23407,023407
401,83,수서역,23410,023410
401,84,문정2동주민센터,24333,024333
401,85,훼미리근린공원,24334,024334
401,86,가락시장역,24444,024444
401,87,경찰병원,24382,024382
401,88,건너말공원입구,24366,024366
401,89,문정동현대아파트,24328,024328
401,90,문정3차푸르지오아파트.송파파인타운1단지,24470,024470
401,91,송파파인타운2단지.구립송파복지센터,24462,024462
401,92,송파글마루도서관.버들어린이집,24465,024465
401,93,아이코리아앞,24471,024471
401,94,장지공영차고지,24447,024447
402,1,장지공영차고지,24446,024446
402,2,아이코리아,24448,024448
402,3,송파글마루도서관.버들어린이집,24464,024464
402,4,문현고등학교,24467,024467
402,5,장지역가든파이브,24475,024475
402,6,가든파이브,24473,024473
402,7,가든파이브공구상가,24477,024477
402,8,못골마을,23527,023527
402,9,쟁골마을,23425,023425
402,10,수서역KT수서지점,23404,023404
402,11,궁마을,23406,023406
402,12,수서태화복지관,23465,023465
402,13,수서삼성아파트앞,23380,023380
402,14,일원본동주민센터,23381,023381
402,15,푸른마을아파트앞,23382,023382
402,16,주공4단지,23350,023350
402,17,개포주공5단지경기여고,23353,023353
402,18,개포동역,23354,023354
402,19,개포5단지상가,23356,023356
402,20,개포6단지앞,23358,023358
402,21,대치아파트,23395,023395
402,22,은마아파트,23237,023237
402,23,대치역,23226,023226
402,24,청실아파트,23227,023227
402,25,도곡역,23219,023219
402,26,숙명여고,23329,023329
402,27,매봉삼성아파트SK리더스뷰,23316,023316
402,28,매봉역양재최의원,23317,023317
402,29,양재역.말죽거리,23318,023318
402,30,뱅뱅사거리,22006,022006
402,31,우성아파트,22008,022008
402,32,강남역,22010,022010
402,33,신논현역.구교보타워사거리,22012,022012
402,34,논현역,22014,022014
402,35,신사역,22016,022016
402,36,한남대교전망카페,23531,023531
402,37,한남5거리,3166,03166
402,38,순천향대학병원,3162,03162
402,39,서울중부기술교육원.블루스퀘어,3160,03160
402,40,장충단길입구,3158,03158
402,41,남산예술원,3159,03159
402,42,하얏트호텔,3175,03175
402,43,남산체육관,3173,03173
402,44,용암초등학교.이태원2동주민센터,3343,03343
402,45,보성여중고입구,3171,03171
402,46,후암약수터,3169,03169
402,47,남산도서관,3167,03167
402,48,백범광장,2215,02215
402,49,힐튼호텔,2285,02285
402,50,남대문시장악세사리전문상가,2124,02124
402,51,시청앞,2128,02128
402,52,서울신문사,2137,02137
402,53,세종문화회관,1126,01126
402,54,시청앞,2132,02132
402,55,서울역버스환승센터,2005,02005
402,56,숭례문남산방향,2125,02125
402,57,힐튼호텔,2284,02284
402,58,남산도서관,3168,03168
402,59,후암약수터,3170,03170
402,60,보성여중고입구,3172,03172
402,61,용암초등학교.이태원2동주민센터,3342,03342
402,62,남산체육관,3174,03174
402,63,하얏트호텔,3176,03176
402,64,서울시중부기술교육원.블루스퀘어,3161,03161
402,65,순천향대학병원,3165,03165
402,66,신사역,22015,022015
402,67,논현역,22013,022013
402,68,신논현역.구교보타워사거리,22011,022011
402,69,강남역,22009,022009
402,70,우성아파트,22007,022007
402,71,뱅뱅사거리,22005,022005
402,72,양재역.양재1동주민센터,22270,022270
402,73,매봉역,23323,023323
402,74,도곡개포한신아파트,23324,023324
402,75,군인공제회관,23327,023327
402,76,도곡역,23228,023228
402,77,대치동우성아파트,23229,023229
402,78,대치역,23230,023230
402,79,대치동미도아파트,23238,023238
402,80,개원중학교,23360,023360
402,81,양전초등학교,23357,023357
402,82,개포5단지상가,23355,023355
402,83,개포동역,23352,023352
402,84,경기여고,23351,023351
402,85,개포주공3단지,23349,023349
402,86,일원동한솔아파트,23449,023449
402,87,상록수아파트앞,23383,023383
402,88,일원본동주민센터,23384,023384
402,89,시립수서청소년수련관,23450,023450
402,90,수서소방파출소앞,23385,023385
402,91,궁마을,23407,023407
402,92,수서역,23408,023408
402,93,쟁골마을,23426,023426
402,94,못골마을,23526,023526
402,95,가든파이브공구상가,24478,024478
402,96,가든파이브,24472,024472
402,97,장지역가든파이브,24476,024476
402,98,문현고등학교.송파파인타운5단지,24466,024466
402,99,송파글마루도서관.버들어린이집,24465,024465
402,100,아이코리아앞,24471,024471
402,101,장지공영차고지,24447,024447
405,1,염곡동구룡사,22367,022367
405,2,구룡사입구,23368,023368
405,3,언남고포이성당앞,22307,022307
405,4,소방서앞,22309,022309
405,5,양재2동주민센터.양재꽃시장,22293,022293
405,6,언남고교,22295,022295
405,7,일동제약사거리,22292,022292
405,8,양재역,22290,022290
405,9,서초구청,22129,022129
405,10,서울시인재개발원입구,22110,022110
405,11,남부터미널,22153,022153
405,12,예술의전당,22145,022145
405,13,서초3동주민센터,22144,022144
405,14,서초아트자이아파트,22139,022139
405,15,서초동삼성아파트,22140,022140
405,16,서초역,22135,022135
405,17,서울중앙지방검찰청,22137,022137
405,18,서울지방조달청.서울성모병원,22214,022214
405,19,한강중학교,3269,03269
405,20,금호베스트빌앞,3270,03270
405,21,서빙고초등학교,3336,03336
405,22,서빙고역1번출구,3157,03157
405,23,서빙고동,3272,03272
405,24,동빙고동,3274,03274
405,25,보광동신동아아파트,3277,03277
405,26,기업은행보광동지점,3279,03279
405,27,한국폴리텍1대학,3282,03282
405,28,보광동입구,3284,03284
405,29,이태원119안전센터,3193,03193
405,30,한남동주민센터,3195,03195
405,31,한강진역.블루스퀘어,3197,03197
405,32,장충단길입구,3158,03158
405,33,남산예술원,3159,03159
405,34,하얏트호텔,3175,03175
405,35,남산체육관,3173,03173
405,36,용암초등학교.이태원2동주민센터,3343,03343
405,37,보성여중고입구,3171,03171
405,38,후암약수터,3169,03169
405,39,남산도서관,3167,03167
405,40,백범광장,2215,02215
405,41,힐튼호텔,2285,02285
405,42,남대문시장악세사리전문상가,2124,02124
405,43,시청앞,2128,02128
405,44,서울신문사,2137,02137
405,45,종로1가,1188,01188
405,46,을지로입구역.광교,2246,02246
405,47,롯데백화점,2140,02140
405,48,북창동.남대문시장,2127,02127
405,49,서울역.YTN,2118,02118
405,50,서울역,3198,03198
405,51,후암3거리,3199,03199
405,52,후암시장,3200,03200
405,53,삼강의원,3202,03202
405,54,남영동주민센터,3206,03206
405,55,남영우체국,3209,03209
405,56,숙명여대입구,3335,03335
405,57,숙명여대도서관앞,3231,03231
405,58,숙명여대정문,3234,03234
405,59,숙명여대후문,3235,03235
405,60,효창공원후문,3236,03236
405,61,한겨레신문사입구,3237,03237
405,62,대한노인회,3238,03238
405,63,효창운동장.효창동주민센터,3239,03239
405,64,서울금양초등학교.국민은행효창동지점,3241,03241
405,65,효창공원앞역,3180,03180
405,66,용산구보건분소,3182,03182
405,67,원효로2가,3144,03144
405,68,용산전자상가입구,3250,03250
405,69,전자상가관광터미널,3252,03252
405,70,용산역,3255,03255
405,71,용사의집,3256,03256
405,72,용산공고,3259,03259
405,73,용산세무서,3261,03261
405,74,이촌역,3264,03264
405,75,국립중앙박물관용산가족공원,3265,03265
405,76,서빙고역1번출구,3325,03325
405,77,서빙고동,3272,03272
405,78,동빙고동,3274,03274
405,79,보광동신동아아파트,3277,03277
405,80,기업은행보광동지점,3279,03279
405,81,한국폴리텍1대학,3282,03282
405,82,보광동입구,3284,03284
405,83,이태원119안전센터,3193,03193
405,84,한남동주민센터,3195,03195
405,85,한강진역.블루스퀘어,3197,03197
405,86,서울시중부기술교육원.블루스퀘어,3161,03161
405,87,순천향대학병원,3165,03165
405,88,순천향병원입구,3319,03319
405,89,한남역.용산노인종합복지관,3285,03285
